title,vendor,product_type,price,sku,created_at,shape,foam,game_level,frame,surface,color,racket_type,balance,gender,weight
Raquette de padel Siux Beat Control 2 2025,Siux,Raquettes,64.9,9883,2025-04-11 07:30:26+00:00,forme,mousse,,,,,,,,
Raquette de padel Nox AT10 Genius Dubaï Limited Edition 2025,Nox,Raquettes,369.9,10336,2025-05-30 07:30:57+00:00,forme,mousse,,carbone,,bleu,,,,
Raquette de padel Head Alpha Power 2025,Head,Raquettes,118.9,9953,2025-04-23 07:05:39+00:00,forme,foam,,,,rouge,attaque,,,
Raquette de padel Siux Beat Hybrid 2 2025,Siux,Raquettes,64.9,9884,2025-04-11 08:31:41+00:00,forme,mousse,,,,,polyvalente,,,
Raquette de padel Adidas Metalbone 09 2025,Adidas,Raquettes,139.9,10330,2025-05-28 08:20:44+00:00,,mousse,,,,,,,,
Raquette de padel Head Vector 2025,Head,Raquettes,99.9,9952,2025-04-22 14:11:44+00:00,forme,foam,,,,noir,attaque,,,
Raquette de padel Head Master 2025,Head,Raquettes,99.9,9951,2025-04-22 13:32:30+00:00,forme,foam,,,,bleu,,,,
Raquette de padel Head Lynx 2025,Head,Raquettes,79.9,9960,2025-04-24 09:07:38+00:00,,foam,,carbone,,noir,,,,
Raquette de padel Siux Beat Kid 2024,Siux,Raquettes,59.9,7036,2024-03-13 09:08:49+00:00,forme,mousse,,carbone,,white,,,,poids
Raquette de padel Bullpadel Neuron 2024,Bullpadel,Raquettes,159.9,5586,2023-10-11 07:59:53+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Bullpadel Vertex 04 2024,Bullpadel,Raquettes,179.9,5488,2023-09-22 13:06:05+00:00,forme,mousse,,carbone,,rouge,attaque,,,weight
RAQUETTE DE TEST - Siux Electra ST4 Go 2025,Siux,Programme test,150.0,9948,2025-04-18 09:03:09+00:00,,,,,,,,,,
RAQUETTE DE TEST - Siux Diablo 4 Elite 2025,Siux,Programme test,150.0,9943,2025-04-18 07:45:28+00:00,,,,,,,,,,
RAQUETTE DE TEST - Siux Diablo 4 Go 2025,Siux,Programme test,150.0,9940,2025-04-17 14:03:39+00:00,,,,,,,,,,
RAQUETTE DE TEST - Siux Fenix V Elite 2025,Siux,Programme test,150.0,9933,2025-04-17 12:41:10+00:00,,,,,,,,,,
RAQUETTE DE TEST - Siux Electra ST4 Elite 2025,Siux,Programme test,150.0,9931,2025-04-17 12:28:10+00:00,,,,,,,,,,
RAQUETTE DE TEST - Siux Valkiria Pro 2025,Siux,Programme test,150.0,9929,2025-04-17 12:20:01+00:00,,,,,,,,,,
RAQUETTE DE TEST - Siux Fenix Pro V 2025,Siux,Programme test,150.0,9927,2025-04-17 12:10:26+00:00,,,,,,,,,,
RAQUETTE DE TEST - Siux Electra ST4 Stupa Pro 2025,Siux,Programme test,150.0,9924,2025-04-17 12:00:52+00:00,,,,,,,,,,
Raquette de padel Bullpadel Hack 03 2024,Bullpadel,Raquettes,159.9,5489,2023-09-22 13:51:45+00:00,forme,mousse,,carbone,,white,,,,weight
Raquette de padel Nox Quantum 12K Cobalt,Nox,Raquettes,189.9,9998,2025-04-29 08:58:21+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Nox VK10 Quantum By Aranzazu Osoro 2025,Nox,Raquettes,169.9,9991,2025-04-28 15:04:09+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Nox Quantum 12K Carbone,Nox,Raquettes,189.9,10003,2025-04-29 09:30:42+00:00,forme,mousse,,carbone,,,attaque,,,
Raquette de padel Adidas Adipower A1 Padel Édition Limitée 2025,Adidas,Raquettes,149.9,9963,2025-04-24 14:16:51+00:00,forme,mousse,expert,carbone,,rouge,,,,
RAQUETTE DE TEST - Raquette de padel Head Coello Team 2025,Head,Programme test,150.0,9479,2025-02-21 10:28:17+00:00,,,,,,,,,,
RAQUETTE DE TEST - Raquette de padel Head Coello Motion 2025,Head,Programme test,150.0,9477,2025-02-21 10:19:07+00:00,,,,,,,,,,
RAQUETTE DE TEST - Raquette de padel Head Coello Pro 2025,Head,Programme test,150.0,9475,2025-02-21 10:02:42+00:00,,,,,,,,,,
Raquette de padel Siux Trilogy Go 5 2025,Siux,Raquettes,98.9,9881,2025-04-10 12:54:12+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Siux Trilogy Elite 5 2025,Siux,Raquettes,149.9,9880,2025-04-10 12:01:09+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Siux Trilogy Pro 5 2025,Siux,Raquettes,149.9,9879,2025-04-10 09:57:09+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Dunlop Tristorm Pro 2025,Dunlop,Raquettes,134.9,8265,2024-10-24 10:51:01+00:00,forme,mousse,,,sablée,noir,,,,poids
Starter Pack De Padel Débutant,Esprit Padel Shop EPS,Raquettes,134.9,9864,2025-04-04 07:05:29+00:00,forme,mousse,,carbone,sablée,rouge,,,,
Poids de tête de raquettes Bullpadel x4,Bullpadel,Accessoire,12.9,358,2021-01-31 16:45:10+00:00,,,,,,,,,,weight
Raquette de padel Nox Start FR Exclusive 2025,Nox,Raquettes,77.9,9863,2025-04-03 15:04:09+00:00,forme,mousse,,carbon,,,,,,
Raquette de padel Nox Premium FR Exclusive 2025,Nox,Raquettes,189.9,9862,2025-04-03 14:28:45+00:00,forme,,,carbone,,,,,,
Raquette de padel Head Bolt Bleu Marine 2025,Head,Raquettes,89.9,9810,2025-03-17 08:34:36+00:00,forme,foam,,carbone,,bleu,,,,
Raquette de padel Siux Fenix Pro V Black Edition by Leo Augsburger 2025,Siux,Raquettes,229.9,9756,2025-03-11 13:56:21+00:00,forme,mousse,,carbone,,,,,,
Housse de raquette Bullpadel Thermiques,Bullpadel,Sac,7.9,4943,2023-06-29 12:35:04+00:00,,,,,,,,,,
Raquette de padel Tecnifibre Curva Speed,Tecnifibre,Raquettes,159.9,9853,2025-03-28 10:50:19+00:00,forme,foam,,carbone,,,attaque,,,poids
Raquette de padel Tecnifibre Curva Soft,Tecnifibre,Raquettes,159.9,9851,2025-03-28 09:36:49+00:00,forme,foam,,carbone,,noir,,,,poids
Raquette de padel Tecnifibre Curva Power,Tecnifibre,Raquettes,199.9,9850,2025-03-28 09:32:50+00:00,forme,foam,,carbone,,,,,,poids
Raquette de Padel Nox Future Control 12K Alum NFA Series 2025,Nox,Raquettes,199.9,9846,2025-03-27 10:08:34+00:00,forme,,,carbone,,,,,,
Raquette de padel Nox AT10 Genius Junior by Agustin Tapia 2025,Nox,Raquettes,79.9,9847,2025-03-27 09:53:04+00:00,forme,mousse,,carbon,,,,,,poids
Raquette de padel Nox Future Hybrid 12K Alum NFA Series 2025,Nox,Raquettes,199.9,9845,2025-03-27 09:16:58+00:00,forme,,,carbone,,,attaque,,,
Raquette de padel Nox Future Attack 12k Alum NFA Series 2025,Nox,Raquettes,199.9,9844,2025-03-27 08:47:23+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Nox NextGen Pro Attack 3K NFA Series 2025,Nox,Raquettes,129.9,9843,2025-03-27 08:14:14+00:00,forme,,,carbone,sablée,,,,,
Raquette de padel Nox NextGen Pro Hybrid 3k NFA Series 2025,Nox,Raquettes,129.9,9842,2025-03-27 07:30:49+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Bullpadel Vertex 03 Light,Bullpadel,Raquettes,149.9,9759,2025-03-11 15:11:29+00:00,,mousse,,carbone,,,,,,poids
Raquette de padel Oxdog Ultimate Pro Smash 2025,Oxdog,Raquettes,299.9,9468,2025-02-21 08:55:09+00:00,forme,mousse,,carbone,,noir,,balance,,poids
Raquette de padel Wilson Optix V1 Blanc 2025,Wilson,Raquettes,89.9,9661,2025-03-04 13:55:39+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Dunlop Galactica Lite 2025,Dunlop,Raquettes,199.9,8264,2024-10-24 10:16:17+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Bullpadel Icon Cloud 2025,Bullpadel,Raquettes,199.9,9592,2025-02-28 10:31:07+00:00,forme,mousse,,,,,,,,weight
Raquette de padel Starvie Triton Speed 2024,Starvie,Raquettes,179.9,6014,2023-11-10 08:00:13+00:00,forme,mousse,expert,carbone,,,,balance,,poids
Raquette de padel Bullpadel Icon 2025,Bullpadel,Raquettes,199.9,9411,2025-02-19 08:59:13+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Siux Valkiria Go 2025,Siux,Raquettes,98.9,9152,2025-02-04 15:44:06+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Black Crown Piton Attack 16K,Black Crown,Raquettes,129.9,3671,2023-01-18 14:45:51+00:00,forme,mousse,expert,carbone,sablée,white,polyvalente,,,
Raquette de padel Dunlop Megamax Vert 2025,Dunlop,Raquettes,59.9,8280,2024-10-25 10:26:00+00:00,forme,mousse,,,,,polyvalente,,,poids
Raquette de padel Wilson Defy Pro 2025,Wilson,Raquettes,219.9,9243,2025-02-10 13:50:41+00:00,forme,foam,,carbone,,noir,attaque,,,
Raquette de padel Wilson Defy LS 2025,Wilson,Raquettes,149.9,9242,2025-02-10 13:17:58+00:00,forme,foam,,carbone,,,,,,poids
Raquette de padel Wilson Defy 2025,Wilson,Raquettes,189.9,9241,2025-02-10 13:15:57+00:00,forme,foam,,carbone,sablée,noir,attaque,,,
Raquette de padel Head Coello Junior 2025,Head,Raquettes,89.9,9106,2025-01-31 15:17:44+00:00,forme,foam,,carbone,,,,,,poids
Raquette de padel Head Coello Vibe 2025,Head,Raquettes,109.9,9101,2025-01-31 10:07:09+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Head Coello Motion 2025,Head,Raquettes,259.9,9094,2025-01-31 09:00:58+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Head Coello Team 2025,Head,Raquettes,175.9,9056,2025-01-29 08:29:14+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Head Coello Pro 2025,Head,Raquettes,259.9,9052,2025-01-28 15:24:01+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Siux Valkiria Elite 2025,Siux,Raquettes,149.9,9151,2025-02-04 14:48:07+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Siux Valkiria Pro by Sofia Araújo 2025,Siux,Raquettes,199.9,9150,2025-02-04 13:42:18+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Black Crown Win Carbon 2025,Black Crown,Raquettes,152.9,9250,2025-02-11 08:07:04+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Black Crown Win Ultralight 2025,Black Crown,Raquettes,135.9,9249,2025-02-10 15:31:58+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Black Crown Piton Epic Energy 2025,Black Crown,Raquettes,279.9,9247,2025-02-10 14:36:50+00:00,forme,mousse,,carbone,sablée,,attaque,,,
Raquette de padel Black Crown Piton Epic 2025,Black Crown,Raquettes,249.9,9244,2025-02-10 14:09:18+00:00,forme,mousse,,carbone,sablée,,attaque,,,
Raquette de padel Black Crown Patron Xtrem 2025,Black Crown,Raquettes,179.9,9240,2025-02-10 11:14:09+00:00,forme,mousse,,carbone,sablée,,,,,
Raquette de padel Black Crown Patron Gold 2025,Black Crown,Raquettes,179.9,9237,2025-02-10 09:34:50+00:00,forme,mousse,,carbone,sand,,,,,poids
Raquette de padel Siux Fenix V Elite 2025,Siux,Raquettes,139.9,9154,2025-02-05 08:01:53+00:00,forme,mousse,,carbone,sablée,,,,,
Raquette de padel Babolat Technical Vertuo 2025,Babolat,Raquettes,159.9,8731,2024-12-18 14:30:40+00:00,forme,mousse,,,,rouge,,,,
Raquette de padel Babolat Air Vertuo 2025,Babolat,Raquettes,149.9,8734,2024-12-19 09:32:27+00:00,forme,mousse,,carbone,,noir,polyvalente,,,poids
Raquette de padel Babolat Counter Vertuo 2025,Babolat,Raquettes,159.9,8737,2024-12-19 14:17:29+00:00,forme,mousse,,carbone,,noir,,,,
Raquette de padel Bullpadel Vertex Junior 2025,Bullpadel,Raquettes,74.9,9108,2025-01-31 15:40:44+00:00,,mousse,,carbone,,,,,,poids
Raquette de padel Bullpadel XPLO Premier Padel 2025,Bullpadel,Raquettes,214.9,9222,2025-02-07 09:41:37+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Bullpadel Hack 04 Premier Padel 2025,Bullpadel,Raquettes,219.9,9218,2025-02-07 09:40:41+00:00,forme,mousse,,carbone,,noir,,,,weight
Raquette de padel Head Vibe Bleu 2025,Head,Raquettes,79.9,9011,2025-01-28 08:13:00+00:00,forme,foam,,carbone,,bleu,polyvalente,,,
Raquette de padel Head Vibe Rose 2025,Head,Raquettes,79.9,9006,2025-01-27 09:36:38+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Head Vibe Noir 2025,Head,Raquettes,79.9,9004,2025-01-27 09:14:21+00:00,forme,foam,,carbone,,noir,polyvalente,,,
RAQUETTE DE TEST - Bullpadel Ionic Power 2025,Bullpadel,Programme test,150.0,9175,2025-02-06 08:38:51+00:00,,,,,,,,,,
Raquette de padel Siux Fenix Pro V by Alex Chozas 2025,Siux,Raquettes,189.9,9149,2025-02-04 13:45:57+00:00,forme,mousse,,carbone,,,attaque,,,
Raquette de padel Siux Electra ST4 Go 2025,Siux,Raquettes,98.9,9148,2025-02-04 13:08:11+00:00,forme,mousse,,carbone,sablée,,attaque,,,
Raquette de padel Siux Electra ST4 Stupa Pro 2025,Siux,Raquettes,229.9,9146,2025-02-04 10:17:12+00:00,forme,mousse,,carbone,sablée,,attaque,,,
Raquette de padel Dunlop Nanomax Lite 2025,Dunlop,Raquettes,64.9,8270,2024-10-24 13:15:22+00:00,forme,mousse,,,,,,,,poids
Raquette de padel Dunlop Galactica Team 2025,Dunlop,Raquettes,149.9,8268,2024-10-24 12:08:28+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Dunlop Tristorm Lite 2025,Dunlop,Raquettes,99.9,8266,2024-10-24 11:23:20+00:00,forme,mousse,,,sablée,,,,,poids
Raquette de padel Dunlop Galactica Pro LS 2025,Dunlop,Raquettes,219.9,8263,2024-10-24 09:54:31+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Dunlop Galactica Junior 2025,Dunlop,Raquettes,59.9,8286,2024-10-25 15:01:50+00:00,forme,mousse,,,,,,,,poids
Raquette de padel Dunlop Megamax Noir 2025,Dunlop,Raquettes,59.9,8272,2024-10-25 07:37:35+00:00,forme,mousse,,,,noir,,,,poids
Raquette de padel Dunlop Nanomax Pro 2025,Dunlop,Raquettes,79.9,8267,2024-10-24 11:49:39+00:00,forme,mousse,,,sablée,rouge,polyvalente,,,poids
Raquette de padel Dunlop Galactica Pro 2025,Dunlop,Raquettes,219.9,8262,2024-10-24 09:17:41+00:00,forme,mousse,,carbone,,,,,,
RAQUETTE DE TEST - Babolat Technical Veron 2.5 2025,Babolat,Programme test,150.0,8985,2025-01-24 08:59:38+00:00,,,,,,,,,,
RAQUETTE DE TEST - Babolat Air Veron 2.5 2025,Babolat,Programme test,150.0,8982,2025-01-24 08:40:08+00:00,,,,,,,,,,
RAQUETTE DE TEST - Babolat Counter Viper 2.5 2025,Babolat,Programme test,150.0,8980,2025-01-23 16:17:52+00:00,,,,,,,,,,
RAQUETTE DE TEST - Babolat Technical Viper 2.5 2025,Babolat,Programme test,150.0,8979,2025-01-23 15:56:25+00:00,,,,,,,,,,
RAQUETTE DE TEST - Babolat Air Viper 2.5 2025,Babolat,Programme test,150.0,8978,2025-01-23 15:52:32+00:00,,,,,,,,,,
RAQUETTE DE TEST - Oxdog Sense Pro 2025,Oxdog,Programme test,150.0,8911,2025-01-15 10:58:42+00:00,,,,,,,,,,
RAQUETTE DE TEST - Oxdog Pure Pro + 2025,Oxdog,Programme test,150.0,8910,2025-01-15 10:56:21+00:00,,,,,,,,,,
RAQUETTE DE TEST - Oxdog Hyper Pro 2.0 2025,Oxdog,Programme test,150.0,8909,2025-01-15 10:54:20+00:00,,,,,,,,,,
RAQUETTE DE TEST - Oxdog Hyper Pro+ 2.0 2025,Oxdog,Programme test,150.0,8908,2025-01-15 10:51:25+00:00,,,,,,,,,,
RAQUETTE DE TEST - Oxdog Ultimate Pro 2025,Oxdog,Programme test,150.0,8907,2025-01-15 10:47:56+00:00,,,,,,,,,,
RAQUETTE DE TEST - Oxdog Ultimate Pro+ 2025,Oxdog,Programme test,150.0,8906,2025-01-15 10:44:48+00:00,,,,,,,,,,
RAQUETTE DE TEST - Head Speed Pro 2025,Head,Programme test,150.0,8666,2024-12-09 09:44:51+00:00,,,,,,,,,,
RAQUETTE DE TEST - Head Speed Team 2025,Head,Programme test,150.0,8665,2024-12-09 09:42:46+00:00,,,,,,,,,,
RAQUETTE DE TEST - Head Speed One X 2025,Head,Programme test,150.0,8664,2024-12-09 09:39:42+00:00,,,,,,,,,,
RAQUETTE DE TEST - Head Speed One 2025,Head,Programme test,150.0,8663,2024-12-09 09:29:38+00:00,,,,,,,,,,
Raquette de padel Babolat Counter Viper 2.5 2025,Babolat,Raquettes,259.9,8735,2024-12-19 10:46:33+00:00,forme,mousse,,carbone,sand,,,,,
Raquette de padel Babolat Counter Veron 2.5 2025,Babolat,Raquettes,194.9,8736,2024-12-19 13:36:40+00:00,forme,mousse,,carbone,,noir,,,,
Raquette de padel Babolat Air Veron 2025,Babolat,Raquettes,199.9,8733,2024-12-19 08:37:15+00:00,forme,mousse,expert,carbone,,bleu,,,,poids
Raquette de padel Babolat Technical Veron 2.5 2025,Babolat,Raquettes,184.9,8730,2024-12-18 11:24:57+00:00,forme,mousse,,carbone,,rouge,,,,
Raquette de padel Oxdog Pure Tour 2025,Oxdog,Raquettes,209.9,8505,2024-11-18 13:28:40+00:00,forme,mousse,,carbone,,,attaque,balance,,poids
Raquette de padel Oxdog Pure Pro + 2025,Oxdog,Raquettes,264.9,8503,2024-11-18 11:21:19+00:00,forme,mousse,,carbone,sablée,,attaque,balance,,poids
Raquette de padel Siux Diablo 4 Elite 2025,Siux,Raquettes,169.9,8886,2025-01-10 08:27:40+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Siux Diablo Pro 4 Tino Libaak 2025,Siux,Raquettes,149.9,8888,2025-01-10 09:27:37+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Osaka Pro Tour LTD Power 2025,Osaka,Raquettes,289.9,8559,2024-11-21 09:05:42+00:00,forme,foam,,carbone,sablée,noir,polyvalente,,,
Raquette de Padel Osaka Deshi Control Vert 2025,Osaka,Raquettes,94.9,8555,2024-11-20 13:32:10+00:00,forme,foam,,carbone,,noir,,,,
Raquette de Padel Osaka Deshi Control Violet 2025,Osaka,Raquettes,94.9,8552,2024-11-20 11:03:01+00:00,forme,foam,expert,carbone,,,,,,
RAQUETTE DE TEST - Nox TL10 Quantum By Tino Libaak 2025,Nox,Programme test,150.0,8489,2024-11-18 08:38:37+00:00,,,,,,,,,,
RAQUETTE DE TEST - Nox Equation Light Advanced 2025,Nox,Programme test,150.0,8488,2024-11-18 08:34:23+00:00,,,,,,,,,,
RAQUETTE DE TEST - Nox Equation Advanced 2025,Nox,Programme test,150.0,8487,2024-11-18 08:30:41+00:00,,,,,,,,,,
RAQUETTE DE TEST - Nox AT10 Pro Cup Comfort 2025,Nox,Programme test,150.0,8486,2024-11-18 08:19:45+00:00,,,,,,,,,,
RAQUETTE DE TEST - Nox AT10 Pro Cup Hard 2025,Nox,Programme test,150.0,8466,2024-11-14 14:50:13+00:00,,,,,,,,,,
RAQUETTE DE TEST - Raquette de padel Nox ML10 Quantum 3k By Miguel Lamperti 2025,Nox,Programme test,150.0,8464,2024-11-14 14:44:13+00:00,,,,,,,,,,
RAQUETTE DE TEST - Nox LA10 Quantum 12K By Leo Augsburger 2025,Nox,Programme test,150.0,8461,2024-11-14 13:53:03+00:00,,,,,,,,,,
RAQUETTE DE TEST - Nox AT10 Genius 12K 2025,Nox,Programme test,150.0,8459,2024-11-14 13:36:26+00:00,,,,,,,,,,
RAQUETTE DE TEST - Nox AT10 Genius Attack 18K Alum 2025,Nox,Programme test,150.0,8457,2024-11-14 13:27:34+00:00,,,,,,,,,,
Raquette de padel Osaka Pro Tour LTD Control Gris 2025,Osaka,Raquettes,289.9,8568,2024-11-21 15:03:45+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Osaka Vision Control Rose 2025,Osaka,Raquettes,119.9,8567,2024-11-21 13:47:22+00:00,forme,mousse,,carbone,sablée,noir,,,,
Raquette de padel Osaka Vision Power Bleu 2025,Osaka,Raquettes,119.9,8566,2024-11-21 13:05:52+00:00,forme,foam,,carbone,sablée,noir,,,,
Raquette de padel Osaka Vision Pro Power Vert 2025,Osaka,Raquettes,189.9,8564,2024-11-21 10:45:43+00:00,forme,foam,,carbone,,noir,,,,
Raquette de Padel Pro Tour Control Violet 2025,Osaka,Raquettes,239.9,8563,2024-11-21 09:51:22+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Osaka Vision Pro Control 2025,Osaka,Raquettes,189.9,8561,2024-11-21 09:32:51+00:00,forme,foam,,carbone,sablée,noir,,,,
Raquette de Padel Osaka Pro Tour Power Vert 2025,Osaka,Raquettes,239.9,8556,2024-11-20 14:44:07+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Bullpadel Vertex 04 Woman Junior 2025,Bullpadel,Raquettes,74.9,8778,2024-12-26 08:49:10+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Bullpadel Indiga Control 2025,Bullpadel,Raquettes,74.9,8775,2024-12-26 08:05:04+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Bullpadel Flow Light 2025,Bullpadel,Raquettes,94.9,8773,2024-12-24 14:02:46+00:00,forme,mousse,,carbone,,rouge,,,,
Raquette de padel Bullpadel BP10 EVO 2025,Bullpadel,Raquettes,84.9,8771,2024-12-24 11:12:48+00:00,forme,mousse,,carbone,,noir,,,,poids
Raquette de padel Bullpadel K2 Power 2025,Bullpadel,Raquettes,79.9,8769,2024-12-24 10:04:41+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Head Monster Kids 2024,Head,Raquettes,54.9,8797,2024-12-30 10:47:44+00:00,,foam,,carbone,,,,,,poids
Raquette de padel Head Extreme Junior,Head,Raquettes,79.9,8791,2024-12-30 08:44:40+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Adidas Match Bleu 3.4 2025,Adidas,Raquettes,74.9,8600,2024-11-26 14:46:19+00:00,forme,mousse,,carbone,,bleu,polyvalente,,,
Raquette de padel Adidas Match Noir 3.4 2025,Adidas,Raquettes,74.9,8599,2024-11-26 14:42:50+00:00,forme,mousse,,,,noir,attaque,,,
Raquette de padel Adidas Drive Light 3.4 2025,Adidas,Raquettes,74.9,8598,2024-11-26 14:04:45+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Adidas Match Light 3.4 2025,Adidas,Raquettes,69.9,8601,2024-11-26 15:43:46+00:00,,mousse,,,,,,,,weight
Raquette de padel Adidas Drive Noir 3.4 2025,Adidas,Raquettes,79.9,8597,2024-11-26 11:05:13+00:00,forme,mousse,,,,noir,,,,
Raquette de padel Black Crown Special Magic 2025,Black Crown,Raquettes,199.9,8752,2024-12-23 09:42:13+00:00,forme,mousse,,carbone,sand,,polyvalente,,,
Raquette de padel Black Crown Special Invictus 2025,Black Crown,Raquettes,174.9,8753,2024-12-23 10:20:04+00:00,forme,mousse,,carbone,sand,,attaque,,,
Raquette de padel Black Crown Piton 13 2025,Black Crown,Raquettes,189.9,8751,2024-12-23 09:39:47+00:00,forme,mousse,,carbone,sand,,attaque,,,
Raquette de padel Bullpadel Ionic Power 2025,Bullpadel,Raquettes,129.9,8770,2024-12-24 10:24:25+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Adidas Drive Gris 3.4 2025,Adidas,Raquettes,79.9,8596,2024-11-26 11:21:13+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Bullpadel XPLO Tour Final,Bullpadel,Raquettes,229.9,8261,2024-10-24 08:26:07+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Bullpadel Vertex 04 Tour Final,Bullpadel,Raquettes,279.9,8260,2024-10-24 07:12:17+00:00,forme,mousse,,carbone,,,attaque,,,weight
Raquette de padel Bullpadel Pearl Tour Final,Bullpadel,Raquettes,209.9,8273,2024-10-25 07:57:06+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Bullpadel Hack 04 Tour Final,Bullpadel,Raquettes,239.9,8258,2024-10-23 14:12:30+00:00,forme,mousse,,carbone,,bleu,,,,weight
Raquette de padel Oxdog Hyper Pro+ 2.0 2025,Oxdog,Raquettes,284.9,8497,2024-11-18 09:26:24+00:00,forme,mousse,,carbone,sablée,,attaque,balance,,poids
Poids de tête de raquettes Oxdog,Oxdog,Accessoire,19.9,8511,2024-11-18 15:13:28+00:00,,,,,,,,,,weight
Raquette de padel Starvie Raptor Soft 2025,Starvie,Raquettes,219.9,8662,2024-10-16 06:37:05+00:00,forme,mousse,,carbone,,,,balance,,poids
Raquette de padel Oxdog Ultimate Pro + Classics,Oxdog,Raquettes,299.9,5022,2023-07-18 14:40:39+00:00,forme,mousse,,carbone,sablée,white,,balance,,poids
Raquette de padel Oxdog Ultimate Match 2025,Oxdog,Raquettes,199.9,8483,2024-11-15 14:29:03+00:00,forme,mousse,,carbone,,,,balance,,poids
Raquette de padel Oxdog Ultimate Pro+ 2025,Oxdog,Raquettes,319.9,8479,2024-11-15 10:37:24+00:00,forme,mousse,,carbone,,,,balance,,poids
Raquette de padel Adipower Junior 3.4 2025,Adidas,Raquettes,69.9,8586,2024-11-25 09:30:09+00:00,forme,mousse,,,,bleu,,,,weight
Raquette de padel Adidas RX Series Rouge 2025,Adidas,Raquettes,109.9,8595,2024-11-26 10:35:15+00:00,forme,mousse,,carbone,,rouge,,,,
Raquette de padel Adidas RX Series Light 2025,Adidas,Raquettes,109.9,8594,2024-11-26 10:10:17+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Adidas RX Series Jaune 2025,Adidas,Raquettes,109.9,8593,2024-11-26 10:08:27+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Adidas Metalbone Youth 3.4 2025,Adidas,Raquettes,104.9,8582,2024-11-22 14:32:50+00:00,forme,mousse,,,,,,,,weight
Raquette de padel Black Crown Hurricane 3.0,Black Crown,Raquettes,139.9,8517,2024-11-19 07:38:01+00:00,forme,mousse,,carbone,sablée,white,,,,
Raquette de padel Black Crown Hurricane Pro 3.0,Black Crown,Raquettes,179.9,8515,2024-11-18 16:01:03+00:00,forme,mousse,,carbone,,white,,,,
Raquette de padel Adidas Cross It 3.4 2025,Adidas,Raquettes,189.9,8587,2024-11-25 10:01:15+00:00,forme,mousse,,carbone,,white,polyvalente,,,
Raquette de padel Adidas Cross It Light 3.4 2025,Adidas,Raquettes,209.9,8589,2024-11-25 13:39:03+00:00,forme,mousse,,carbone,,,polyvalente,,,weight
Raquette de Padel Adidas Cross It Team 3.4 2025,Adidas,Raquettes,129.9,8591,2024-11-25 15:41:09+00:00,forme,mousse,,,,,,,,
Raquette de padel Adidas Metalbone Team Light 3.4 2025,Adidas,Raquettes,139.9,8581,2024-11-22 13:59:42+00:00,forme,mousse,,,,,,,,weight
Raquette de padel Adidas Adipower Multiweight Control 3.4 2025,Adidas,Raquettes,269.9,8583,2024-11-22 14:41:47+00:00,forme,mousse,,carbone,,,,balance,,weight
Raquette de padel Adidas Adipower Carbon Light 2025,Adidas,Raquettes,189.9,8585,2024-11-25 08:59:51+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Adidas Adipower Carbon Control 2025,Adidas,Raquettes,189.9,8584,2024-11-22 16:02:14+00:00,forme,mousse,,carbone,,,,,,
